,id,timestamp,src,dst,proto,sport,dport,length
501,3849,1759840402.437586,10.63.145.185,10.63.145.255,17,137,137,92
502,3848,1759840401.67508,10.63.145.185,10.63.145.255,17,137,137,92
503,3847,1759840400.186222,,,0,0,0,86
504,3846,1759840400.186165,,,0,0,0,86
505,3845,1759840399.45026,,,0,60406,443,74
506,3844,1759840399.394682,,,0,443,60406,195
507,3843,1759840399.33848,,,0,443,63552,74
508,3842,1759840399.26492,,,0,63552,443,103
509,3841,1759840399.26422,,,0,443,63552,99
510,3840,1759840398.579402,,,0,443,57867,74
511,3839,1759840398.520884,,,0,57867,443,74
512,3838,1759840398.520381,,,0,57867,443,74
513,3837,1759840398.520249,,,0,443,57867,137
514,3836,1759840398.515808,,,0,443,53895,86
515,3835,1759840398.445357,,,0,53895,443,75
516,3834,1759840397.605487,,,0,57867,443,75
517,3833,1759840396.107749,,,0,443,58438,86
518,3832,1759840396.036315,,,0,58438,443,75
519,3831,1759840395.940911,,,0,64540,8883,74
520,3830,1759840395.939839,,,0,443,57866,74
521,3829,1759840395.886567,,,0,57866,443,74
522,3828,1759840395.885913,,,0,57866,443,74
523,3826,1759840395.885727,,,0,443,57866,137
524,3827,1759840395.885727,,,0,8883,64540,105
525,3825,1759840395.630701,,,0,64540,8883,105
526,3824,1759840395.622889,,,0,0,0,42
527,3823,1759840395.622844,,,0,0,0,42
528,3822,1759840395.583984,,,0,443,57866,86
529,3821,1759840395.541753,,,0,57866,443,75
530,3820,1759840394.035222,,,0,61972,443,75
531,3819,1759840391.890379,,,0,443,50947,86
532,3818,1759840391.842567,,,0,50947,443,75
533,3817,1759840391.380838,,,0,443,62946,128
534,3816,1759840390.521738,10.63.145.185,142.250.193.138,6,64526,443,54
535,3815,1759840390.467102,142.250.193.138,10.63.145.185,6,443,64526,150
536,3814,1759840390.203549,,,0,443,60434,86
537,3813,1759840390.170519,,,0,443,49761,76
538,3812,1759840390.100915,,,0,60434,443,91
539,3811,1759840389.743755,,,0,49761,443,109
540,3810,1759840389.741143,,,0,443,49761,177
541,3809,1759840389.070231,,,0,49761,443,74
542,3806,1759840389.024359,,,0,443,49761,76
543,3807,1759840389.024359,,,0,443,49761,76
544,3808,1759840389.024359,,,0,443,49761,113
545,3805,1759840388.660418,,,0,49761,443,2222
546,3804,1759840388.660328,,,0,49761,443,113
547,3803,1759840388.660154,,,0,49761,443,187
548,3802,1759840386.513816,,,0,443,62576,76
549,3801,1759840386.503611,,,0,443,62576,76
550,3800,1759840386.469094,,,0,62576,443,109
551,3799,1759840386.468813,,,0,62576,443,109
552,3798,1759840386.464705,,,0,443,62576,113
553,3797,1759840384.519328,,,0,443,63664,86
554,3796,1759840384.168605,,,0,63664,443,75
555,3795,1759840381.651855,,,0,62946,443,97
556,3794,1759840381.651711,,,0,62946,443,95
557,3792,1759840381.651424,,,0,443,62946,86
558,3793,1759840381.651424,,,0,443,62946,86
559,3791,1759840381.14035,,,0,62946,443,95
560,3790,1759840381.139765,,,0,443,62946,93
561,3789,1759840381.139533,,,0,443,62946,93
562,3788,1759840378.530291,,,0,60406,443,74
563,3787,1759840378.476962,,,0,443,60406,195
564,3786,1759840378.318474,,,0,49419,443,74
565,3785,1759840378.272231,,,0,443,49419,245
566,3784,1759840377.993168,,,0,443,49761,76
567,3783,1759840377.956227,,,0,49419,443,175
568,3782,1759840377.357883,,,0,49761,443,109
569,3780,1759840377.355906,,,0,443,49761,76
570,3781,1759840377.355906,,,0,443,49761,177
571,3779,1759840376.743543,,,0,49761,443,2222
572,3778,1759840376.743262,,,0,49761,443,187
573,3777,1759840375.11956,,,0,443,57117,85
574,3776,1759840375.116701,,,0,57117,443,95
575,3775,1759840375.116129,,,0,443,57117,624
576,3774,1759840375.051515,,,0,57117,443,97
577,3770,1759840375.050604,,,0,443,57117,86
578,3771,1759840375.050604,,,0,443,57117,624
579,3772,1759840375.050604,,,0,443,57117,83
580,3773,1759840375.050604,,,0,443,57117,87
581,3769,1759840374.972524,,,0,57117,443,91
582,3768,1759840374.83551,,,0,57117,443,91
583,3767,1759840374.633274,,,0,57117,443,93
584,3763,1759840374.632565,,,0,443,57117,89
585,3764,1759840374.632565,,,0,443,57117,89
586,3765,1759840374.632565,,,0,443,57117,89
587,3766,1759840374.632565,,,0,443,57117,93
588,3762,1759840374.628785,,,0,443,57117,182
589,3761,1759840374.559587,,,0,443,57117,86
590,3760,1759840374.542207,,,0,57117,443,405
591,3759,1759840374.542024,,,0,57117,443,497
592,3758,1759840374.541697,,,0,57117,443,1292
593,3757,1759840374.541451,,,0,57117,443,1288
594,3756,1759840374.540458,,,0,57117,443,173
595,3755,1759840374.539306,,,0,57117,443,1292
596,3751,1759840374.537591,,,0,443,57117,1292
597,3752,1759840374.537591,,,0,443,57117,983
598,3753,1759840374.537591,,,0,443,57117,371
599,3754,1759840374.537591,,,0,443,57117,128
600,3749,1759840374.5357,,,0,443,57117,1292
601,3750,1759840374.5357,,,0,443,57117,1292
602,3748,1759840374.53385,,,0,443,57117,102
603,3747,1759840374.51804,,,0,443,57117,102
604,3746,1759840374.488668,,,0,443,60053,86
605,3745,1759840374.434582,,,0,57117,443,142
606,3744,1759840374.433757,,,0,57117,443,1292
607,3743,1759840374.433625,,,0,57117,443,1292
608,3742,1759840374.433463,,,0,57117,443,1292
609,3741,1759840374.431669,,,0,60053,443,94
610,3740,1759840374.403549,,,0,60053,443,97
611,3737,1759840374.402675,,,0,443,60053,1292
612,3738,1759840374.402675,,,0,443,60053,211
613,3739,1759840374.402675,,,0,443,60053,143
614,3736,1759840374.381406,,,0,0,0,86
615,3735,1759840374.381325,,,0,0,0,86
616,3734,1759840374.38102,,,0,443,60053,85
617,3733,1759840374.299053,,,0,60053,443,91
618,3732,1759840374.119171,,,0,60053,443,94
619,3731,1759840374.082682,,,0,443,60053,182
620,3730,1759840374.016142,,,0,60053,443,93
621,3729,1759840374.015752,,,0,60053,443,93
622,3728,1759840374.015433,,,0,60053,443,1292
623,3722,1759840374.013808,,,0,443,60053,1292
624,3723,1759840374.013808,,,0,443,60053,370
625,3724,1759840374.013808,,,0,443,60053,984
626,3725,1759840374.013808,,,0,443,60053,115
627,3726,1759840374.013808,,,0,443,60053,86
628,3727,1759840374.013808,,,0,443,60053,89
629,3721,1759840374.011638,,,0,443,60053,1292
630,3720,1759840374.011056,,,0,443,60053,102
631,3719,1759840373.941241,,,0,60053,443,148
632,3718,1759840373.941199,,,0,60053,443,910
633,3717,1759840373.941116,,,0,60053,443,1292
634,3716,1759840373.940988,,,0,60053,443,1288
635,3715,1759840373.940522,,,0,60053,443,141
636,3714,1759840373.940148,,,0,60053,443,1292
637,3713,1759840373.940034,,,0,60053,443,1292
638,3712,1759840373.11879,,,0,443,63552,74
639,3711,1759840373.05136,,,0,63552,443,103
640,3710,1759840373.050134,,,0,443,63552,99
641,3709,1759840372.744055,,,0,443,49761,76
642,3708,1759840372.233945,,,0,49761,443,109
643,3706,1759840372.231801,,,0,443,49761,76
644,3707,1759840372.231801,,,0,443,49761,168
645,3705,1759840371.585299,,,0,49761,443,2222
646,3704,1759840371.584941,,,0,49761,443,192
647,3703,1759840369.977939,,,0,443,59966,76
648,3702,1759840369.368814,,,0,59966,443,109
649,3701,1759840369.365201,,,0,59966,443,74
650,3694,1759840369.365025,,,0,443,59966,109
651,3695,1759840369.365025,,,0,443,59966,507
652,3696,1759840369.365025,,,0,443,59966,105
653,3697,1759840369.365025,,,0,443,59966,76
654,3698,1759840369.365025,,,0,443,59966,109
655,3699,1759840369.365025,,,0,443,59966,507
656,3700,1759840369.365025,,,0,443,59966,105
657,3692,1759840369.364852,,,0,443,64495,74
658,3693,1759840369.364852,,,0,443,52502,76
659,3691,1759840369.053661,,,0,59966,443,864
660,3690,1759840369.053533,,,0,59966,443,163
661,3689,1759840369.05178,,,0,443,59966,444
662,3688,1759840369.047728,,,0,443,51209,86
663,3687,1759840369.026141,,,0,59966,443,862
664,3686,1759840369.026034,,,0,59966,443,163
665,3685,1759840369.024449,,,0,59966,443,74
666,3681,1759840369.024356,,,0,443,59966,76
667,3682,1759840369.024356,,,0,443,59966,76
668,3683,1759840369.024356,,,0,443,59966,113
669,3684,1759840369.024356,,,0,443,59966,444
670,3680,1759840369.005177,,,0,52502,443,86
671,3679,1759840369.00515,,,0,443,52502,99
672,3678,1759840368.954012,,,0,52502,443,103
673,3677,1759840368.95387,,,0,51209,443,86
674,3673,1759840368.953748,,,0,443,51209,192
675,3674,1759840368.953748,,,0,443,51209,86
676,3675,1759840368.953748,,,0,443,52502,99
677,3676,1759840368.953748,,,0,443,51209,192
678,3672,1759840368.797369,,,0,51209,443,316
679,3671,1759840368.776448,,,0,59966,443,168
680,3670,1759840368.756311,,,0,59966,443,113
681,3669,1759840368.756178,,,0,59966,443,168
682,3668,1759840367.804477,,,0,51209,443,316
683,3667,1759840366.938745,,,0,51209,443,316
684,3666,1759840365.06275,,,0,443,49761,86
685,3665,1759840364.622403,,,0,49761,443,109
686,3664,1759840364.399243,10.63.145.185,20.249.115.185,6,64509,443,54
687,3663,1759840364.346732,,,0,443,59966,86
688,3662,1759840364.34656,20.249.115.185,10.63.145.185,6,443,64509,101
689,3661,1759840364.107845,10.63.145.185,20.249.115.185,6,64509,443,112
690,3660,1759840364.032254,,,0,59966,443,75
691,3659,1759840363.77552,,,0,49761,443,109
692,3658,1759840363.773641,,,0,443,49761,177
693,3657,1759840363.734447,,,0,443,49761,76
694,3656,1759840363.731411,,,0,443,49761,76
695,3655,1759840363.406997,,,0,49761,443,2222
696,3654,1759840363.406759,,,0,49761,443,188
697,3653,1759840363.186778,,,0,443,60434,86
698,3652,1759840363.086521,,,0,60434,443,91
699,3651,1759840361.581107,,,0,443,61455,86
700,3650,1759840361.231826,,,0,61455,443,75
701,3649,1759840361.202377,,,0,443,60434,86
702,3648,1759840361.03328,,,0,60434,443,91
703,3647,1759840361.03228,10.63.145.27,10.63.145.185,17,53,64163,90
704,3646,1759840360.994339,10.63.145.185,10.63.145.27,17,64163,53,74
705,3645,1759840360.98168,,,0,443,62946,85
706,3644,1759840360.944092,,,0,62946,443,93
707,3643,1759840360.943674,,,0,62946,443,93
708,3639,1759840360.942813,,,0,443,62946,365
709,3640,1759840360.942813,,,0,443,62946,123
710,3641,1759840360.942813,,,0,443,62946,83
711,3642,1759840360.942813,,,0,443,62946,144
712,3638,1759840360.908509,,,0,62946,443,225
713,3637,1759840360.90806,,,0,62946,443,1292
714,3635,1759840360.904521,,,0,443,62946,1292
715,3636,1759840360.904521,,,0,443,62946,321
716,3634,1759840360.903741,,,0,443,62946,1292
717,3633,1759840360.901714,,,0,443,62946,102
718,3632,1759840360.854693,,,0,62946,443,1292
719,3631,1759840360.854481,,,0,62946,443,1292
720,3630,1759840360.851453,10.63.145.27,10.63.145.185,17,53,62483,254
721,3629,1759840360.843826,10.63.145.27,10.63.145.185,17,53,52419,337
722,3628,1759840360.835386,10.63.145.27,10.63.145.185,17,53,50771,333
723,3627,1759840360.800508,10.63.145.185,10.63.145.27,17,62483,53,72
724,3626,1759840360.800271,10.63.145.185,10.63.145.27,17,52419,53,72
725,3625,1759840360.799976,10.63.145.185,10.63.145.27,17,50771,53,72
726,3624,1759840360.601485,10.63.145.185,142.250.193.138,6,64526,443,54
727,3623,1759840360.558496,142.250.193.138,10.63.145.185,6,443,64526,504
728,3622,1759840360.36148,142.250.193.138,10.63.145.185,6,443,64526,54
729,3621,1759840360.272565,10.63.145.185,142.250.193.138,6,64526,443,418
730,3620,1759840360.250076,10.63.145.185,142.250.193.138,6,64526,443,54
731,3618,1759840360.249938,142.250.193.138,10.63.145.185,6,443,64526,184
732,3619,1759840360.249938,142.250.193.138,10.63.145.185,6,443,64526,81
733,3617,1759840358.611444,,,0,0,0,42
734,3616,1759840358.611417,,,0,0,0,42
735,3615,1759840357.553575,,,0,60406,443,74
736,3614,1759840357.529834,,,0,49761,443,74
737,3613,1759840357.512734,,,0,443,60406,195
738,3611,1759840357.485099,,,0,443,49761,76
739,3612,1759840357.485099,,,0,443,49761,177
740,3610,1759840357.005419,,,0,49761,443,2222
741,3609,1759840357.005207,,,0,49761,443,188
742,3608,1759840356.413771,,,0,443,62576,76
743,3607,1759840356.406316,,,0,443,62576,76
744,3606,1759840356.370414,,,0,62576,443,109
745,3605,1759840356.370096,,,0,62576,443,109
746,3604,1759840356.358741,,,0,443,62576,113
747,3603,1759840355.437011,,,0,443,49761,76
748,3602,1759840354.832445,,,0,49761,443,109
749,3600,1759840354.831014,,,0,443,49761,76
750,3601,1759840354.831014,,,0,443,49761,168
751,3599,1759840354.427084,,,0,49761,443,2197
752,3598,1759840354.426815,,,0,49761,443,192
753,3597,1759840353.516973,10.63.145.185,142.250.193.138,6,64526,443,54
754,3596,1759840353.470082,142.250.193.138,10.63.145.185,6,443,64526,133
755,3595,1759840353.439874,,,0,443,53895,86
756,3594,1759840353.43942,,,0,443,53895,86
757,3593,1759840353.437598,,,0,443,53895,86
758,3592,1759840353.435164,,,0,443,53895,86
759,3591,1759840353.425877,,,0,443,53895,86
760,3590,1759840353.336354,,,0,53895,443,75
761,3589,1759840353.287057,,,0,443,52502,86
762,3587,1759840352.594639,,,0,443,57867,86
763,3588,1759840352.594639,,,0,443,57867,86
764,3584,1759840352.593252,,,0,443,57867,86
765,3585,1759840352.593252,,,0,443,57867,86
766,3586,1759840352.593252,,,0,443,57867,86
767,3583,1759840352.584155,,,0,443,57867,86
768,3582,1759840352.569746,,,0,52502,443,75
769,3581,1759840352.534489,,,0,57867,443,75
770,3579,1759840351.029757,,,0,443,58438,86
771,3580,1759840351.029757,,,0,443,58438,86
772,3577,1759840351.024735,,,0,443,58438,86
773,3578,1759840351.024735,,,0,443,58438,86
774,3576,1759840351.007919,,,0,443,58438,86
775,3574,1759840350.997249,,,0,443,58438,86
776,3575,1759840350.997249,,,0,443,58438,86
777,3573,1759840350.885882,,,0,58438,443,75
778,3572,1759840350.534527,,,0,443,57866,86
779,3571,1759840350.268951,,,0,57866,443,75
780,3570,1759840349.06992,,,0,49761,443,74
781,3565,1759840349.020552,,,0,443,61972,86
782,3566,1759840349.020552,,,0,443,61972,86
783,3567,1759840349.020552,,,0,443,61972,86
784,3568,1759840349.020552,,,0,443,61972,86
785,3569,1759840349.020552,,,0,443,61972,86
786,3558,1759840349.020115,,,0,443,49761,86
787,3559,1759840349.020115,,,0,443,49761,76
788,3560,1759840349.020115,,,0,443,49761,176
789,3561,1759840349.020115,,,0,443,61972,86
790,3562,1759840349.020115,,,0,443,61972,86
791,3563,1759840349.020115,,,0,443,61972,86
792,3564,1759840349.020115,,,0,443,61972,86
793,3557,1759840348.93642,,,0,61972,443,75
794,3556,1759840348.607499,,,0,49761,443,2222
795,3555,1759840348.607215,,,0,49761,443,188
796,3554,1759840347.828811,,,0,443,63552,74
797,3553,1759840347.758235,,,0,63552,443,103
798,3552,1759840347.757095,,,0,443,63552,99
799,3551,1759840346.835777,,,0,443,50947,86
800,3550,1759840346.433049,,,0,443,49761,76
801,3549,1759840346.331336,,,0,50947,443,75
802,3547,1759840346.104188,10.63.145.27,224.0.0.251,17,5353,5353,135
803,3548,1759840346.104188,,,0,5353,5353,155
804,3546,1759840345.916225,,,0,49761,443,109
805,3544,1759840345.914269,,,0,443,49761,76
806,3545,1759840345.914269,,,0,443,49761,176
807,3541,1759840345.404819,10.63.145.27,10.63.145.185,17,53,59834,229
808,3542,1759840345.404819,10.63.145.27,10.63.145.185,17,53,60239,215
809,3543,1759840345.404819,10.63.145.27,10.63.145.185,17,53,58279,272
810,3540,1759840345.300447,,,0,49761,443,2222
811,3539,1759840345.300335,,,0,49761,443,187
812,3538,1759840345.299945,10.63.145.185,10.63.145.27,17,58279,53,92
813,3537,1759840345.299707,10.63.145.185,10.63.145.27,17,60239,53,92
814,3536,1759840345.299403,10.63.145.185,10.63.145.27,17,59834,53,92
815,3535,1759840344.890688,,,0,443,52671,86
816,3534,1759840344.500141,,,0,443,51209,76
817,3533,1759840344.482371,,,0,52671,443,97
818,3531,1759840344.481678,,,0,443,52671,571
819,3532,1759840344.481678,,,0,443,52671,83
820,3530,1759840344.153718,,,0,52671,443,91
821,3529,1759840343.978495,,,0,52671,443,94
822,3528,1759840343.947372,,,0,443,52671,90
823,3527,1759840343.945206,,,0,51209,443,185
824,3526,1759840343.611828,,,0,443,55784,85
825,3525,1759840343.593641,,,0,55784,443,93
826,3524,1759840343.593178,,,0,443,55784,87
827,3523,1759840343.574755,,,0,52671,443,648
828,3522,1759840343.560196,,,0,55784,443,97
829,3518,1759840343.559301,,,0,443,55784,86
830,3519,1759840343.559301,,,0,443,55784,1292
831,3520,1759840343.559301,,,0,443,55784,207
832,3521,1759840343.559301,,,0,443,55784,118
833,3517,1759840343.535272,,,0,55784,443,91
834,3516,1759840343.424091,,,0,55784,443,91
835,3515,1759840343.282064,,,0,55784,443,95
836,3514,1759840343.281766,,,0,443,55784,1292
837,3513,1759840343.249577,,,0,55784,443,94
838,3512,1759840343.209483,,,0,443,55784,182
839,3511,1759840343.14023,,,0,55784,443,93
840,3510,1759840343.139725,,,0,443,55784,90
841,3509,1759840343.12141,,,0,60434,443,101
842,3508,1759840343.121014,,,0,55784,443,93
843,3507,1759840343.120704,,,0,55784,443,1292
844,3506,1759840343.119216,,,0,443,60434,83
845,3497,1759840343.118921,,,0,443,55784,102
846,3498,1759840343.118921,,,0,443,55784,1292
847,3499,1759840343.118921,,,0,443,55784,1292
848,3500,1759840343.118921,,,0,443,55784,1292
849,3501,1759840343.118921,,,0,443,55784,361
850,3502,1759840343.118921,,,0,443,55784,993
851,3503,1759840343.118921,,,0,443,55784,106
852,3504,1759840343.118921,,,0,443,55784,85
853,3505,1759840343.118921,,,0,443,55784,85
854,3496,1759840343.107981,,,0,443,55784,102
855,3495,1759840343.053345,,,0,55784,443,148
856,3494,1759840343.053298,,,0,55784,443,907
857,3493,1759840343.053206,,,0,55784,443,1292
858,3492,1759840343.053118,,,0,55784,443,1288
859,3491,1759840343.052432,,,0,55784,443,143
860,3490,1759840343.052018,,,0,55784,443,1292
861,3489,1759840343.051898,,,0,55784,443,1292
862,3488,1759840343.051705,,,0,55784,443,1292
863,3487,1759840343.048389,,,0,60434,443,99
864,3486,1759840343.048206,,,0,60434,443,97
865,3485,1759840343.047849,,,0,60434,443,95
866,3480,1759840343.047178,,,0,443,60434,98
867,3481,1759840343.047178,,,0,443,60434,85
868,3482,1759840343.047178,,,0,443,60434,85
869,3483,1759840343.047178,,,0,443,60434,95
870,3484,1759840343.047178,10.63.145.27,10.63.145.185,17,53,63569,129
871,3479,1759840342.957434,10.63.145.185,10.63.145.27,17,63569,53,79
872,3478,1759840342.872595,,,0,60434,443,91
873,3477,1759840342.381813,,,0,60434,443,91
874,3476,1759840342.128763,,,0,60434,443,91
875,3475,1759840339.155762,,,0,443,63664,86
876,3474,1759840338.625246,,,0,63664,443,75
877,3473,1759840338.336273,,,0,0,0,42
878,3472,1759840338.336244,,,0,0,0,42
879,3471,1759840337.363134,,,0,60406,443,74
880,3470,1759840337.354407,,,0,443,64495,86
881,3469,1759840337.316006,,,0,64495,443,75
882,3468,1759840337.314285,,,0,443,60406,195
883,3467,1759840336.18602,,,0,443,49761,76
884,3466,1759840335.782923,,,0,49761,443,109
885,3464,1759840335.780826,,,0,443,49761,76
886,3465,1759840335.780826,,,0,443,49761,168
887,3463,1759840335.292922,,,0,49761,443,2222
888,3462,1759840335.292539,,,0,49761,443,187
889,3461,1759840333.244767,,,0,443,62576,76
890,3460,1759840333.200721,,,0,62576,443,109
891,3459,1759840333.194015,,,0,62576,443,74
892,3457,1759840333.193892,,,0,443,62576,172
893,3458,1759840333.193892,,,0,443,62576,119
894,3454,1759840333.151864,,,0,443,62576,76
895,3455,1759840333.151864,,,0,443,62576,76
896,3456,1759840333.151864,,,0,443,62576,113
897,3452,1759840333.151454,10.63.145.27,10.63.145.185,17,53,64163,142
898,3453,1759840333.151454,10.63.145.27,10.63.145.185,17,53,63569,130
899,3451,1759840333.095291,10.63.145.185,10.63.145.27,17,64163,53,77
900,3450,1759840333.095022,10.63.145.185,10.63.145.27,17,63569,53,77
901,3449,1759840333.094821,,,0,62576,443,113
902,3448,1759840333.094473,,,0,62576,443,148
903,3447,1759840332.196311,,,0,56978,443,74
904,3446,1759840332.196185,,,0,443,56978,74
905,3445,1759840332.194137,,,0,0,0,86
906,3444,1759840332.194034,,,0,0,0,86
907,3443,1759840331.272705,,,0,443,54371,128
908,3442,1759840329.529894,140.82.114.21,10.63.145.185,6,443,60872,66
909,3441,1759840328.096277,,,0,443,60873,74
910,3440,1759840327.723542,,,0,60873,443,74
911,3439,1759840327.723166,,,0,60873,443,98
912,3438,1759840327.722073,,,0,60873,443,74
913,3434,1759840327.721897,,,0,443,60873,232
914,3435,1759840327.721897,,,0,443,60873,568
915,3436,1759840327.721897,,,0,443,60873,98
916,3437,1759840327.721897,,,0,443,60873,74
917,3433,1759840327.481428,140.82.114.21,10.63.145.185,6,443,60872,66
918,3432,1759840327.283401,,,0,60873,443,2424
919,3431,1759840327.277679,,,0,60873,443,74
920,3427,1759840327.277429,,,0,443,60873,3914
921,3428,1759840327.277429,,,0,443,60873,330
922,3429,1759840327.277429,,,0,443,60873,1354
923,3430,1759840327.277429,,,0,443,60873,376
924,3426,1759840326.971568,,,0,60873,443,591
925,3425,1759840326.970714,,,0,60873,443,74
926,3424,1759840326.970493,,,0,443,60873,86
927,3423,1759840326.471988,140.82.114.21,10.63.145.185,6,443,60872,66
928,3422,1759840326.424193,,,0,60873,443,86
929,3421,1759840326.172308,10.63.145.185,140.82.114.21,6,60872,443,66
930,3416,1759840326.170169,,,0,5353,5353,155
931,3417,1759840326.170169,10.63.145.27,10.63.145.185,17,53,64163,212
932,3418,1759840326.170169,10.63.145.27,10.63.145.185,17,53,63569,224
933,3419,1759840326.170169,,,0,443,49761,76
934,3420,1759840326.170169,10.63.145.27,10.63.145.185,17,53,63569,230
935,3415,1759840326.168026,10.63.145.27,224.0.0.251,17,5353,5353,135
936,3414,1759840326.053418,10.63.145.185,10.63.145.27,17,63569,53,98
937,3413,1759840326.052415,10.63.145.185,10.63.145.27,17,64163,53,98
938,3412,1759840325.687362,,,0,49761,443,109
939,3411,1759840325.684897,,,0,443,49761,176
940,3410,1759840325.653199,,,0,443,49761,76
941,3409,1759840325.638809,,,0,443,49761,76
942,3408,1759840325.248267,,,0,49761,443,2222
943,3407,1759840325.247958,,,0,49761,443,187
944,3406,1759840324.14859,10.63.145.185,20.249.115.185,6,64509,443,54
945,3405,1759840324.102693,20.249.115.185,10.63.145.185,6,443,64509,101
946,3404,1759840323.879652,10.63.145.185,20.249.115.185,6,64509,443,112
947,3403,1759840323.534895,10.63.145.185,142.250.193.138,6,64526,443,54
948,3402,1759840323.489667,142.250.193.138,10.63.145.185,6,443,64526,102
949,3401,1759840323.131586,,,0,62576,443,74
950,3400,1759840323.078678,,,0,443,62576,105
951,3399,1759840322.688959,,,0,443,63552,86
952,3398,1759840322.617857,,,0,443,63552,74
953,3397,1759840322.596226,,,0,63552,443,103
954,3396,1759840322.158286,,,0,63552,443,103
955,3395,1759840322.15716,,,0,443,63552,99
956,3394,1759840321.449739,,,0,49761,443,74
957,3393,1759840321.410841,,,0,54371,443,97
958,3392,1759840321.410293,,,0,443,54371,86
959,3391,1759840321.407908,,,0,443,49761,177
960,3390,1759840321.383207,,,0,51209,443,74
961,3389,1759840321.340105,,,0,54371,443,97
962,3385,1759840321.339348,,,0,443,54371,93
963,3386,1759840321.339348,,,0,443,51209,76
964,3387,1759840321.339348,,,0,443,51209,192
965,3388,1759840321.339348,,,0,443,49761,76
966,3384,1759840321.036386,,,0,54371,443,95
967,3382,1759840321.035623,,,0,443,54371,93
968,3383,1759840321.035623,,,0,443,54371,93
969,3381,1759840321.005617,,,0,49761,443,2222
970,3380,1759840321.005227,,,0,49761,443,187
971,3379,1759840320.93603,,,0,51209,443,316
972,3378,1759840320.663241,,,0,64540,8883,74
973,3377,1759840320.621036,,,0,8883,64540,105
974,3376,1759840320.418484,,,0,0,0,42
975,3375,1759840320.418444,,,0,0,0,42
976,3374,1759840320.15433,,,0,64540,8883,105
977,3373,1759840319.87488,,,0,443,52671,86
978,3372,1759840319.776219,,,0,52671,443,97
979,3370,1759840319.775896,,,0,443,52671,565
980,3371,1759840319.775896,,,0,443,52671,83
981,3369,1759840319.748031,,,0,49419,443,74
982,3368,1759840319.699552,,,0,443,49419,245
983,3367,1759840319.699379,,,0,443,52671,86
984,3366,1759840319.622651,,,0,49419,443,174
985,3365,1759840319.511748,,,0,52671,443,91
986,3363,1759840319.29539,,,0,443,49761,76
987,3364,1759840319.29539,,,0,443,52671,86
988,3362,1759840319.1845,,,0,52671,443,91
989,3361,1759840319.020876,,,0,443,59966,86
990,3360,1759840319.015815,34.139.124.58,10.63.145.185,6,443,49945,66
991,3359,1759840318.981563,,,0,52671,443,94
992,3358,1759840318.981518,,,0,443,52671,86
993,3357,1759840318.950022,,,0,49761,443,86
994,3355,1759840318.949971,,,0,443,52671,89
995,3356,1759840318.949971,,,0,443,49761,177
996,3354,1759840318.9348,,,0,443,52671,86
997,3353,1759840318.869959,,,0,52671,443,487
998,3352,1759840318.869928,,,0,52671,443,1292
999,3351,1759840318.869854,,,0,52671,443,1288
